seq_idx,header,rank,start_pos,end_pos,trough_pos,width_bp,mean_residual,gc_pct,nonB_motifs,n_motif_types
1639,FP009762 SLC38A1_1           :+U  EU:NC; range -3000 to  3000.,1,-181,-108,-123,74,-0.12161,73.49,iMotif;STR;DirectRepeat,3
1640,FP000447 ZMPSTE24_1          :+U  EU:NC; range -3000 to  3000.,1,-180,-88,-90,93,-0.27722,57.84,G4;STR;DirectRepeat;Triplex,4
1641,FP010905 PPP2R5E_1           :+U  EU:NC; range -3000 to  3000.,1,-166,-117,-161,50,-0.70683,64.41,DirectRepeat,1
1642,FP012986 GFAP_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-92,-97,109,-0.1856,67.8,STR;DirectRepeat,2
1643,FP007509 NFIL3_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-156,50,-0.57862,84.75,G4;STR;DirectRepeat;Triplex,4
1643,FP007509 NFIL3_1             :+U  EU:NC; range -3000 to  3000.,2,-127,-78,-92,50,-0.40288,89.83,G4;STR;DirectRepeat,3
1644,FP011806 CLUAP1_1            :+U  EU:NC; range -3000 to  3000.,1,-70,-21,-60,50,-0.27181,55.93,STR;DirectRepeat,2
1645,FP000610 FGGY_1              :+U  EU:NC; range -3000 to  3000.,1,-183,-134,-175,50,-1.00835,86.44,STR;DirectRepeat,2
1646,FP005092 TBC1D9B_1           :+U  EU:NC; range -3000 to  3000.,1,-48,1,-38,50,-0.30545,88.14,iMotif;STR;DirectRepeat,3
1647,FP010917 SPTB_1              :+U  EU:NC; range -3000 to  3000.,1,-146,-97,-107,50,-1.10045,86.44,STR;DirectRepeat,2
1647,FP010917 SPTB_1              :+U  EU:NC; range -3000 to  3000.,2,-197,-147,-148,51,-0.06395,75.0,G4;STR;DirectRepeat,3
1648,FP016071 MSN_1               :+U  EU:NC; range -3000 to  3000.,1,-43,20,14,64,-0.33164,69.86,STR;DirectRepeat,2
1648,FP016071 MSN_1               :+U  EU:NC; range -3000 to  3000.,2,-197,-148,-196,50,-0.21681,74.58,STR;DirectRepeat,2
1648,FP016071 MSN_1               :+U  EU:NC; range -3000 to  3000.,3,-146,-44,-65,103,-0.19653,83.93,G4;STR;DirectRepeat,3
1649,FP008684 RRAS2_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-158,50,-0.502,57.63,DirectRepeat,1
1649,FP008684 RRAS2_1             :+U  EU:NC; range -3000 to  3000.,2,-143,-32,-46,112,-0.12878,68.6,iMotif;STR;DirectRepeat,3
1650,FP012614 HS3ST3B1_1          :+U  EU:NC; range -3000 to  3000.,1,-117,-61,-78,57,-0.15039,56.06,STR;DirectRepeat,2
1650,FP012614 HS3ST3B1_1          :+U  EU:NC; range -3000 to  3000.,2,-200,-143,-151,58,-0.13879,64.18,STR;DirectRepeat,2
1651,FP013381 CSNK1D_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-188,50,-0.37233,69.49,STR;DirectRepeat,2
1651,FP013381 CSNK1D_1            :+U  EU:NC; range -3000 to  3000.,2,-61,-12,-31,50,-0.69945,84.75,STR;DirectRepeat,2
1651,FP013381 CSNK1D_1            :+U  EU:NC; range -3000 to  3000.,3,-150,-101,-108,50,-0.05333,77.97,STR;DirectRepeat,2
1652,FP001861 CDC42EP3_1          :+U  EU:NC; range -3000 to  3000.,1,-200,-149,-183,52,-0.41598,83.61,ZDNA;STR;DirectRepeat,3
1652,FP001861 CDC42EP3_1          :+U  EU:NC; range -3000 to  3000.,2,-86,-37,-59,50,-0.86695,89.83,iMotif;STR;DirectRepeat,3
1654,FP002789 BHLHE40_1           :+U  EU:NC; range -3000 to  3000.,1,-200,-36,-100,165,-0.1609,69.54,iMotif;STR;DirectRepeat,3
1655,FP012179 CES2_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-127,-134,74,-0.54669,72.29,STR;DirectRepeat,2
1656,FP013204 ABCA9_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-167,50,-0.54969,40.68,STR;DirectRepeat,2
1658,FP008057 TIMM23_1            :+U  EU:NC; range -3000 to  3000.,1,-145,-96,-99,50,-0.28553,59.32,STR;DirectRepeat,2
1661,FP015638 KCTD17_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-103,-122,98,-0.26049,72.9,G4;STR;DirectRepeat,3
1662,FP014067 LSM4_1              :+U  EU:NC; range -3000 to  3000.,1,-199,-110,-139,90,-0.2668,68.69,iMotif;STR;DirectRepeat,3
1663,FP007951 BEND7_1             :+U  EU:NC; range -3000 to  3000.,1,-189,-140,-143,50,-0.62615,32.2,STR;PolyT;DirectRepeat,3
1664,FP007977 CACNB2_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-199,50,-0.93953,42.37,STR;DirectRepeat,2
1665,FP002646 SLC4A3_1            :+U  EU:NC; range -3000 to  3000.,1,-192,-140,-142,53,-0.6459,88.71,STR;DirectRepeat,2
1665,FP002646 SLC4A3_1            :+U  EU:NC; range -3000 to  3000.,2,-139,-72,-123,68,-0.16023,87.01,STR;DirectRepeat,2
1666,FP006502 NDUFA5_1            :+U  EU:NC; range -3000 to  3000.,1,-199,-150,-153,50,-0.47257,42.37,STR;DirectRepeat,2
1667,FP003779 TADA2B_1            :+U  EU:NC; range -3000 to  3000.,1,-155,-85,-113,71,-0.13702,82.5,STR;DirectRepeat,2
1668,FP008763 HIPK3_1             :+U  EU:NC; range -3000 to  3000.,1,-155,-80,-86,76,-0.24471,85.88,STR;DirectRepeat,2
1668,FP008763 HIPK3_1             :+U  EU:NC; range -3000 to  3000.,2,-73,-15,-39,59,-0.14515,82.35,STR;DirectRepeat;Triplex,3
1669,FP011394 GCNT3_1             :+U  EU:NC; range -3000 to  3000.,1,-199,-98,-111,102,-0.27859,39.64,STR;DirectRepeat,2
1670,FP009971 TAC3_1              :+U  EU:NC; range -3000 to  3000.,1,-148,-99,-121,50,-0.47227,67.8,STR;DirectRepeat,2
1670,FP009971 TAC3_1              :+U  EU:NC; range -3000 to  3000.,2,-200,-149,-159,52,-0.08655,54.1,STR;DirectRepeat,2
1670,FP009971 TAC3_1              :+U  EU:NC; range -3000 to  3000.,3,-98,-49,-62,50,-0.05737,66.1,STR;DirectRepeat,2
1671,FP009274 YAP1_1              :+U  EU:NC; range -3000 to  3000.,1,-176,-48,-106,129,-0.12615,73.91,STR;DirectRepeat;Triplex,3
1672,FP010466 CCNA1_1             :+U  EU:NC; range -3000 to  3000.,1,-90,-41,-90,50,-1.28472,89.83,iMotif;STR;DirectRepeat,3
1673,FP013968 MRI1_1              :+U  EU:NC; range -3000 to  3000.,1,-40,9,-40,50,-0.2402,74.58,STR;DirectRepeat,2
1674,FP004335 SLC25A4_1           :+U  EU:NC; range -3000 to  3000.,1,-68,-19,-35,50,-0.40897,76.27,STR;DirectRepeat,2
1674,FP004335 SLC25A4_1           :+U  EU:NC; range -3000 to  3000.,2,-18,38,35,57,-0.10622,83.33,STR;DirectRepeat,2
1675,FP009618 CLEC1A_1            :+U  EU:NC; range -3000 to  3000.,1,-98,-44,-61,55,-0.08069,54.69,STR;DirectRepeat,2
1677,FP002000 ANKRD53_1           :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-190,50,-0.15384,37.29,STR;DirectRepeat,2
1677,FP002000 ANKRD53_1           :+U  EU:NC; range -3000 to  3000.,2,-138,-55,-68,84,-0.10068,30.11,STR;DirectRepeat,2
1678,FP006718 SPAG11B_1           :+U  EU:NC; range -3000 to  3000.,1,-192,18,-2,211,-0.05609,54.55,STR;DirectRepeat,2
1679,FP012066 ZNF267_1            :+U  EU:NC; range -3000 to  3000.,1,-187,-138,-148,50,-1.30332,45.76,STR;PolyA;DirectRepeat;Triplex,4
1680,FP010117 TMCC3_1             :+U  EU:NC; range -3000 to  3000.,1,-192,-14,-132,179,-0.16983,76.06,G4;STR;DirectRepeat;Triplex,4
1681,FP001756 UBXN2A_1            :+U  EU:NC; range -3000 to  3000.,1,-170,-121,-128,50,-0.33329,71.19,STR;DirectRepeat;Triplex,3
1681,FP001756 UBXN2A_1            :+U  EU:NC; range -3000 to  3000.,2,-42,7,-4,50,-0.31706,83.05,ZDNA;STR;DirectRepeat,3
1682,FP016077 YIPF6_1             :+U  EU:NC; range -3000 to  3000.,1,-144,-95,-118,50,-0.87107,76.27,STR;DirectRepeat,2
1682,FP016077 YIPF6_1             :+U  EU:NC; range -3000 to  3000.,2,-200,-145,-179,56,-0.18071,67.69,STR;DirectRepeat,2
1683,FP006417 ORAI2_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-172,50,-0.5504,55.93,DirectRepeat;Triplex,2
1683,FP006417 ORAI2_1             :+U  EU:NC; range -3000 to  3000.,2,-123,-57,-72,67,-0.15159,50.0,STR;DirectRepeat;Triplex,3
1684,FP002149 MGAT4A_1            :+U  EU:NC; range -3000 to  3000.,1,-191,-139,-156,53,-0.31678,37.1,STR;DirectRepeat,2
1685,FP001013 IVL_1               :+U  EU:NC; range -3000 to  3000.,1,-187,-138,-175,50,-0.83549,55.93,STR;DirectRepeat,2
1686,FP001237 MGST3_1             :+U  EU:NC; range -3000 to  3000.,1,-42,7,-21,50,-0.67536,72.88,STR;DirectRepeat,2
1687,FP000421 MTF1_1              :+U  EU:NC; range -3000 to  3000.,1,-194,-145,-149,50,-0.23713,74.58,STR;DirectRepeat,2
1687,FP000421 MTF1_1              :+U  EU:NC; range -3000 to  3000.,2,-132,44,19,177,-0.05324,66.13,STR;DirectRepeat;Triplex,3
1688,FP001385 ZBTB41_1            :+U  EU:NC; range -3000 to  3000.,1,-184,-135,-184,50,-0.52681,72.88,STR;DirectRepeat,2
1688,FP001385 ZBTB41_1            :+U  EU:NC; range -3000 to  3000.,2,-130,-25,-45,106,-0.36409,71.3,STR;DirectRepeat;Triplex,3
1689,FP006358 AZGP1_1             :+U  EU:NC; range -3000 to  3000.,1,-198,-98,-119,101,-0.23156,43.64,STR;PolyT;DirectRepeat;Triplex,4
1690,FP008001 MYO3A_1             :+U  EU:NC; range -3000 to  3000.,1,-108,-59,-102,50,-0.36604,64.41,STR;DirectRepeat;Triplex,3
1692,FP002777 PDCD1_1             :+U  EU:NC; range -3000 to  3000.,1,-195,-146,-166,50,-0.91584,62.71,iMotif;STR;DirectRepeat,3
1693,FP012397 GAS8_1              :+U  EU:NC; range -3000 to  3000.,1,-172,-95,-102,78,-0.10108,67.82,DirectRepeat,1
1694,FP009067 MRPL11_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-79,-93,122,-0.2554,48.09,STR;DirectRepeat,2
1695,FP010943 GALNT16_1           :+U  EU:NC; range -3000 to  3000.,1,-188,-90,-97,99,-0.19292,78.7,ZDNA;STR;DirectRepeat,3
1697,FP015434 CECR5_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-176,50,-0.13028,66.1,STR,1
1698,FP006058 CBX3_1              :+U  EU:NC; range -3000 to  3000.,1,-81,-4,-8,78,-0.2754,85.06,STR;DirectRepeat,2
1698,FP006058 CBX3_1              :+U  EU:NC; range -3000 to  3000.,2,-196,-82,-112,115,-0.2201,82.26,iMotif;ZDNA;STR;DirectRepeat,4
1699,FP003686 TCTEX1D2_1          :+U  EU:NC; range -3000 to  3000.,1,-40,9,-13,50,-0.10427,76.27,STR;DirectRepeat,2
1700,FP003150 RP11-884K10_1       :+U  EU:NC; range -3000 to  3000.,1,-77,37,4,115,-0.13186,64.52,STR;DirectRepeat,2
1700,FP003150 RP11-884K10_1       :+U  EU:NC; range -3000 to  3000.,2,-185,-78,-96,108,-0.06047,58.97,STR;DirectRepeat,2
1701,FP009413 CBL_1               :+U  EU:NC; range -3000 to  3000.,1,-46,3,3,50,-0.49662,79.66,STR;DirectRepeat,2
1701,FP009413 CBL_1               :+U  EU:NC; range -3000 to  3000.,2,-200,-145,-165,56,-0.20113,78.46,STR;DirectRepeat,2
1702,FP005355 BRD2_1              :+U  EU:NC; range -3000 to  3000.,1,-83,-1,-42,83,-0.41262,66.3,STR;DirectRepeat,2
1702,FP005355 BRD2_1              :+U  EU:NC; range -3000 to  3000.,2,-200,-85,-106,116,-0.18605,62.4,ZDNA;STR;DirectRepeat,3
1703,FP006178 ZNF713_1            :+U  EU:NC; range -3000 to  3000.,1,-189,-122,-127,68,-0.81615,46.75,STR;PolyA;DirectRepeat;Triplex,4
1705,FP011493 TBC1D21_1           :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-162,50,-2.1242,18.64,STR;PolyT;DirectRepeat,3
1706,FP006924 RGS20_1             :+U  EU:NC; range -3000 to  3000.,1,-199,29,-13,229,-0.07672,72.27,STR;DirectRepeat;Triplex,3
1707,FP009224 DLG2_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-176,50,-0.42362,52.54,STR;DirectRepeat,2
1707,FP009224 DLG2_1              :+U  EU:NC; range -3000 to  3000.,2,-150,-101,-131,50,-0.16938,45.76,DirectRepeat,1
1708,FP012770 CCL8_1              :+U  EU:NC; range -3000 to  3000.,1,-196,-134,-137,63,-0.57467,43.06,STR;DirectRepeat,2
1710,FP012038 CTF1_1              :+U  EU:NC; range -3000 to  3000.,1,-157,-5,-101,153,-0.17556,64.81,iMotif;STR;DirectRepeat;Triplex,4
1714,FP016168 HNRNPH2_1           :+U  EU:NC; range -3000 to  3000.,1,-192,-86,-125,107,-0.23585,48.28,STR;DirectRepeat,2
1715,FP006232 NCF1_1              :+U  EU:NC; range -3000 to  3000.,1,-165,-59,-75,107,-0.15648,55.17,iMotif;STR;DirectRepeat;Triplex,4
1716,FP002681 ITM2C_1             :+U  EU:NC; range -3000 to  3000.,1,-82,-33,-50,50,-1.08527,79.66,G4;STR;DirectRepeat;Triplex,4
1717,FP005090 SQSTM1_1            :+U  EU:NC; range -3000 to  3000.,1,-92,-43,-89,50,-0.72769,84.75,STR;DirectRepeat,2
1717,FP005090 SQSTM1_1            :+U  EU:NC; range -3000 to  3000.,2,-196,-142,-183,55,-0.10688,67.19,STR;DirectRepeat;Triplex,3
1719,FP004673 CAMK4_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-168,50,-0.74485,72.88,G4;STR;DirectRepeat;Triplex,4
1720,FP015334 AP000322_1          :+U  EU:NC; range -3000 to  3000.,1,-166,-97,-110,70,-0.155,40.51,DirectRepeat,1
1721,FP014679 LENG1_1             :+U  EU:NC; range -3000 to  3000.,1,-43,6,-43,50,-0.13954,66.1,STR;DirectRepeat,2
1722,FP011583 HOMER2_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-156,50,-0.27325,77.97,STR;DirectRepeat,2
1722,FP011583 HOMER2_1            :+U  EU:NC; range -3000 to  3000.,2,-123,-29,-40,95,-0.18852,83.65,G4;iMotif;STR;DirectRepeat,4
1724,FP005106 RACK1_1             :+U  EU:NC; range -3000 to  3000.,1,-151,-102,-151,50,-0.14024,45.76,STR;DirectRepeat,2
1724,FP005106 RACK1_1             :+U  EU:NC; range -3000 to  3000.,2,-100,38,-1,139,-0.10957,56.08,STR;DirectRepeat,2
1726,FP006842 KIF13B_1            :+U  EU:NC; range -3000 to  3000.,1,-196,-147,-177,50,-0.69155,79.66,STR;DirectRepeat,2
1726,FP006842 KIF13B_1            :+U  EU:NC; range -3000 to  3000.,2,-62,-13,-42,50,-0.47422,81.36,iMotif;STR;DirectRepeat,3
1728,FP010343 DDX55_1             :+U  EU:NC; range -3000 to  3000.,1,-138,-89,-106,50,-0.37898,76.27,DirectRepeat,1
1729,FP005639 ZNF292_1            :+U  EU:NC; range -3000 to  3000.,1,-175,-126,-159,50,-0.66561,67.8,STR;DirectRepeat,2
1730,FP009130 FGF4_1              :+U  EU:NC; range -3000 to  3000.,1,-193,-144,-146,50,-0.2141,74.58,STR;DirectRepeat,2
1731,FP011390 RNF111_1            :+U  EU:NC; range -3000 to  3000.,1,-147,-98,-140,50,-0.71016,61.02,STR;DirectRepeat,2
1731,FP011390 RNF111_1            :+U  EU:NC; range -3000 to  3000.,2,-199,-148,-159,52,-0.14094,55.74,STR;DirectRepeat;Triplex,3
1732,FP002514 TYW5_1              :+U  EU:NC; range -3000 to  3000.,1,-196,-146,-171,51,-0.443,73.33,STR;DirectRepeat,2
1734,FP003862 RBM47_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-180,50,-0.18669,52.54,STR;DirectRepeat,2
1734,FP003862 RBM47_1             :+U  EU:NC; range -3000 to  3000.,2,-150,-20,-44,131,-0.20588,58.57,STR;DirectRepeat;Triplex,3
1735,FP013298 METTL23_1           :+U  EU:NC; range -3000 to  3000.,1,-200,-150,-156,51,-0.41736,76.67,STR;DirectRepeat,2
1735,FP013298 METTL23_1           :+U  EU:NC; range -3000 to  3000.,2,-26,23,-26,50,-0.20031,76.27,STR;DirectRepeat,2
1737,FP011531 UBE2Q2_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-155,50,-0.52733,76.27,ZDNA;STR;DirectRepeat;Triplex,4
1737,FP011531 UBE2Q2_1            :+U  EU:NC; range -3000 to  3000.,2,-73,-6,-48,68,-0.21474,75.32,STR;DirectRepeat,2
1737,FP011531 UBE2Q2_1            :+U  EU:NC; range -3000 to  3000.,3,-150,-74,-86,77,-0.11256,80.23,G4;STR;DirectRepeat,3
1739,FP012958 MPP3_1              :+U  EU:NC; range -3000 to  3000.,1,-100,-51,-67,50,-0.46024,86.44,STR;DirectRepeat,2
1740,FP009024 DPF2_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-139,-145,62,-0.14446,71.83,STR;DirectRepeat,2
1741,FP004682 YTHDC2_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-109,-119,92,-0.39037,50.5,DirectRepeat;Triplex,2
1742,FP015738 CYP2D6_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-141,-186,60,-0.16226,66.67,STR;DirectRepeat,2
1742,FP015738 CYP2D6_1            :+U  EU:NC; range -3000 to  3000.,2,-140,44,39,185,-0.13016,61.86,STR;DirectRepeat;Triplex,3
1743,FP007506 DIRAS2_1            :+U  EU:NC; range -3000 to  3000.,1,-26,23,0,50,-0.26952,74.58,DirectRepeat,1
1746,FP008454 MCMBP_1             :+U  EU:NC; range -3000 to  3000.,1,-178,-58,-78,121,-0.3449,79.23,STR;DirectRepeat,2
1747,FP010231 CUX2_1              :+U  EU:NC; range -3000 to  3000.,1,-197,-148,-155,50,-0.305,89.83,DirectRepeat,1
1747,FP010231 CUX2_1              :+U  EU:NC; range -3000 to  3000.,2,-147,-98,-113,50,-0.20006,77.97,iMotif;STR;DirectRepeat,3
1747,FP010231 CUX2_1              :+U  EU:NC; range -3000 to  3000.,3,-24,25,-23,50,-0.16179,91.53,STR;DirectRepeat,2
1748,FP008851 SLC43A3_1           :+U  EU:NC; range -3000 to  3000.,1,-192,-14,-65,179,-0.08117,63.3,STR;DirectRepeat;Triplex,3
1750,FP010971 ACOT4_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-118,-137,83,-0.78484,45.65,STR;PolyA;DirectRepeat;Triplex,4
1751,FP000706 ODF2L_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-198,50,-0.34963,45.76,STR;PolyA;DirectRepeat,3
1751,FP000706 ODF2L_1             :+U  EU:NC; range -3000 to  3000.,2,-105,-46,-56,60,-0.24913,75.36,G4;STR;DirectRepeat,3
1752,FP002917 STAC_1              :+U  EU:NC; range -3000 to  3000.,1,-190,-141,-143,50,-0.18627,49.15,STR;DirectRepeat,2
1752,FP002917 STAC_1              :+U  EU:NC; range -3000 to  3000.,2,-139,-81,-111,59,-0.18271,76.47,STR;DirectRepeat,2
1752,FP002917 STAC_1              :+U  EU:NC; range -3000 to  3000.,3,-79,-14,-47,66,-0.18088,74.67,STR;DirectRepeat,2
1753,FP000201 PLA2G2D_1           :+U  EU:NC; range -3000 to  3000.,1,-193,-144,-150,50,-0.56581,55.93,STR;DirectRepeat,2
1755,FP005420 CPNE5_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-40,-126,161,-0.111,75.88,iMotif;STR;DirectRepeat,3
1756,FP013946 HOOK2_1             :+U  EU:NC; range -3000 to  3000.,1,-9,40,-9,50,-0.08964,81.36,STR;DirectRepeat,2
1757,FP014975 BCL2L1_1            :+U  EU:NC; range -3000 to  3000.,1,-193,-135,-147,59,-0.88993,45.59,STR;DirectRepeat;Triplex,3
1759,FP013029 SNX11_1             :+U  EU:NC; range -3000 to  3000.,1,-129,-80,-86,50,-0.27317,74.58,STR;DirectRepeat,2
1759,FP013029 SNX11_1             :+U  EU:NC; range -3000 to  3000.,2,-200,-151,-187,50,-0.05296,54.24,STR,1
1760,FP001133 PRCC_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-165,50,-0.4484,61.02,STR;DirectRepeat,2
1760,FP001133 PRCC_1              :+U  EU:NC; range -3000 to  3000.,2,-150,-100,-133,51,-0.18108,61.67,STR;DirectRepeat,2
1762,FP010558 PCDH17_1            :+U  EU:NC; range -3000 to  3000.,1,-183,-134,-138,50,-0.31958,47.46,STR;DirectRepeat,2
1762,FP010558 PCDH17_1            :+U  EU:NC; range -3000 to  3000.,2,-34,49,48,84,-0.16712,45.16,STR;PolyA;DirectRepeat;Triplex,4
1763,FP003114 DUSP7_1             :+U  EU:NC; range -3000 to  3000.,1,-162,-113,-162,50,-0.48414,81.36,STR;DirectRepeat,2
1763,FP003114 DUSP7_1             :+U  EU:NC; range -3000 to  3000.,2,-93,-40,-46,54,-0.44939,84.13,STR;DirectRepeat,2
1764,FP007405 FAM221B_1           :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-172,50,-2.48068,50.85,STR;DirectRepeat,2
1765,FP004454 C9_1                :+U  EU:NC; range -3000 to  3000.,1,-173,29,2,203,-0.08092,47.64,STR;DirectRepeat,2
1766,FP006096 PDE1C_1             :+U  EU:NC; range -3000 to  3000.,1,-195,28,-93,224,-0.08409,66.95,G4;STR;DirectRepeat,3
1767,FP012391 ZNF276_1            :+U  EU:NC; range -3000 to  3000.,1,-63,-14,-42,50,-0.87111,76.27,STR;DirectRepeat,2
1768,FP009171 UCP3_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-96,-125,105,-0.25898,53.51,STR;DirectRepeat,2
1769,FP015551 KREMEN1_1           :+U  EU:NC; range -3000 to  3000.,1,-200,-125,-137,76,-0.21867,77.65,STR;DirectRepeat,2
1769,FP015551 KREMEN1_1           :+U  EU:NC; range -3000 to  3000.,2,-124,-7,-108,118,-0.14627,86.61,G4;STR;DirectRepeat,3
1770,FP008213 DYDC2_1             :+U  EU:NC; range -3000 to  3000.,1,-161,-109,-127,53,-0.28577,46.77,DirectRepeat,1
1771,FP005452 TREM1_1             :+U  EU:NC; range -3000 to  3000.,1,-151,-102,-143,50,-0.57687,40.68,DirectRepeat,1
1772,FP005327 STK19_1             :+U  EU:NC; range -3000 to  3000.,1,-183,-134,-181,50,-0.51979,74.58,STR;DirectRepeat,2
1774,FP007064 MATN2_1             :+U  EU:NC; range -3000 to  3000.,1,-106,-57,-94,50,-0.5997,88.14,iMotif;STR;DirectRepeat,3
1774,FP007064 MATN2_1             :+U  EU:NC; range -3000 to  3000.,2,-162,-113,-137,50,-0.22362,72.88,STR;DirectRepeat,2
1776,FP006762 PCM1_1              :+U  EU:NC; range -3000 to  3000.,1,-198,-147,-190,52,-0.2142,52.46,STR;DirectRepeat,2
1776,FP006762 PCM1_1              :+U  EU:NC; range -3000 to  3000.,2,-146,-5,-23,142,-0.20418,71.52,STR;DirectRepeat,2
1777,FP007284 INSL4_1             :+U  EU:NC; range -3000 to  3000.,1,-199,-150,-181,50,-0.09855,47.46,STR;DirectRepeat,2
1777,FP007284 INSL4_1             :+U  EU:NC; range -3000 to  3000.,2,-142,-77,-90,66,-0.12867,50.67,STR;DirectRepeat;Triplex,3
1778,FP016263 RPL39_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-194,50,-0.36051,61.02,STR;DirectRepeat,2
1778,FP016263 RPL39_1             :+U  EU:NC; range -3000 to  3000.,2,-150,-95,-99,56,-0.1073,63.08,DirectRepeat,1
1779,FP001344 LAMC2_1             :+U  EU:NC; range -3000 to  3000.,1,-183,-134,-135,50,-0.56938,64.41,STR;DirectRepeat,2
1780,FP005335 EGFL8_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-166,50,-0.46308,64.41,STR;DirectRepeat,2
1780,FP005335 EGFL8_1             :+U  EU:NC; range -3000 to  3000.,2,-130,-16,-37,115,-0.0637,58.87,STR;DirectRepeat;Triplex,3
1781,FP003913 CLOCK_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-123,-136,78,-0.32203,71.26,G4;STR;DirectRepeat;Triplex,4
1782,FP008374 ARL3_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-197,50,-0.34237,74.58,STR;DirectRepeat,2
1783,FP008063 SYT15_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-161,50,-0.4904,84.75,G4;STR;DirectRepeat,3
1783,FP008063 SYT15_1             :+U  EU:NC; range -3000 to  3000.,2,-92,-32,-39,61,-0.21186,78.57,STR;DirectRepeat,2
1783,FP008063 SYT15_1             :+U  EU:NC; range -3000 to  3000.,3,-150,-93,-97,58,-0.13193,82.09,STR;DirectRepeat,2
1784,FP012702 FOXN1_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-200,50,-0.38649,77.97,G4;STR;DirectRepeat;Triplex,4
1785,FP008338 SEC31B_1            :+U  EU:NC; range -3000 to  3000.,1,-190,-141,-143,50,-0.56587,45.76,STR;DirectRepeat,2
1785,FP008338 SEC31B_1            :+U  EU:NC; range -3000 to  3000.,2,-134,1,-5,136,-0.08849,51.72,STR;DirectRepeat,2
1786,FP008651 RPL27A_1            :+U  EU:NC; range -3000 to  3000.,1,-89,-40,-42,50,-0.35212,74.58,STR;DirectRepeat,2
1787,FP000145 KAZN_1              :+U  EU:NC; range -3000 to  3000.,1,-146,-91,-99,56,-1.04432,89.23,G4;STR;DirectRepeat,3
1787,FP000145 KAZN_1              :+U  EU:NC; range -3000 to  3000.,2,-200,-149,-181,52,-0.2302,83.61,STR;DirectRepeat,2
1788,FP010759 CBLN3_1             :+U  EU:NC; range -3000 to  3000.,1,-191,-142,-144,50,-0.42496,37.29,STR;DirectRepeat,2
1788,FP010759 CBLN3_1             :+U  EU:NC; range -3000 to  3000.,2,-19,30,17,50,-0.15462,67.8,STR;DirectRepeat;Triplex,3
1790,FP013949 RNASEH2A_1          :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-196,50,-0.31958,66.1,STR;DirectRepeat,2
1791,FP002705 C2orf82_1           :+U  EU:NC; range -3000 to  3000.,1,-126,-77,-89,50,-0.44073,66.1,iMotif;STR;DirectRepeat,3
